date,symbol,open,high,low,close,volume
2023-08-15,ETH,269.24,273.25,268.57,272.42,22062774.43
2023-08-16,ETH,267.07,270.88,257.41,262.35,92745653.79
2023-08-17,ETH,261.75,266.28,261.13,263.33,25089912.01
2023-08-18,ETH,263.99,267.97,259.76,265.38,39233240.33
2023-08-19,ETH,267.5,268.1,259.06,260.78,35869300.78
2023-08-20,ETH,261.13,269.42,259.56,266.27,84732152.85
2023-08-21,ETH,261.09,266.72,260.98,264.96,44363694.09
2023-08-22,ETH,270.33,276.91,270.03,275.19,45667666.23
2023-08-23,ETH,270.14,270.22,267.05,269.14,41173375.57
2023-08-24,ETH,267.5,271.32,266.14,269.3,34146451.96
2023-08-25,ETH,260.64,263.74,258.15,262.38,29349032.34
2023-08-26,ETH,262.98,273.01,259.99,269.15,97039086.05
2023-08-27,ETH,264.59,269.19,258.94,260.77,64585861.88
2023-08-28,ETH,265.27,268.78,254.63,256.34,68827873.6
2023-08-29,ETH,261.87,266.23,257.58,263.6,69010561.21
2023-08-30,ETH,263.44,269.98,259.05,266.55,46329002.96
2023-08-31,ETH,266.08,270.62,264.22,265.89,37670225.33
2023-09-01,ETH,262.12,264.13,253.74,257.54,56435760.36
2023-09-02,ETH,269.86,279.72,266.79,275.93,66407466.59
2023-09-03,ETH,266.42,266.43,256.54,259.36,23004563.52
2023-09-04,ETH,270.05,270.82,268.27,268.29,56202058.13
2023-09-05,ETH,263.21,264.38,260.58,263.08,30785472.61
2023-09-06,ETH,262.65,267.43,262.04,262.35,60192813.15
2023-09-07,ETH,267.94,273.91,266.98,269.1,65979752.68
2023-09-08,ETH,261.57,262.25,259.81,262.21,59285053.31
2023-09-09,ETH,267.08,275.2,263.79,271.03,91370254.82
2023-09-10,ETH,266.95,275.32,262.4,274.25,34483281.91
2023-09-11,ETH,267.33,269.09,265.58,265.69,48447710.05
2023-09-12,ETH,268.52,278.5,264.61,275.41,89657768.32
2023-09-13,ETH,265.36,269.11,257.04,259.98,13653381.92
2023-09-14,ETH,264.7,267.95,255.52,260.43,50480588.71
2023-09-15,ETH,266.48,279.93,261.62,274.95,99729590.37
2023-09-16,ETH,267.83,272.26,258.97,259.87,79208534.73
2023-09-17,ETH,266.59,268.95,260.73,264.29,11797558.29
2023-09-18,ETH,261.65,261.98,260.09,260.78,82237760.13
2023-09-19,ETH,268.81,273.59,268.25,271.58,35266633.17
2023-09-20,ETH,261.19,265.37,256.54,259.81,53802702.85
2023-09-21,ETH,270.02,279.85,266.92,275.14,21186345.47
2023-09-22,ETH,265.97,268.15,254.41,256.97,58038310.98
2023-09-23,ETH,261.87,266.55,254.52,258.57,36267114.13
2023-09-24,ETH,267.7,268.57,255.41,259.65,14825435.49
2023-09-25,ETH,264.68,274.55,264.59,270.65,16170482.72
2023-09-26,ETH,262.28,262.4,249.46,252.74,12679883.05
2023-09-27,ETH,264.36,268.78,259.59,263.63,28006163.88
2023-09-28,ETH,269.55,270.42,262.86,267.21,33914965.57
2023-09-29,ETH,260.73,271.16,256.56,267.98,51099562.24
2023-09-30,ETH,262.44,264.78,250.8,252.72,95170693.93
2023-10-01,ETH,261.1,261.99,254.42,256.46,45457551.3
2023-10-02,ETH,263.56,274.98,261.39,273.44,51744864.1
2023-10-03,ETH,265.12,269.31,262.2,262.63,4750746.08
2023-10-04,ETH,268.28,280.68,266.51,276.95,96737461.15
2023-10-05,ETH,261.56,264.44,260.11,263.94,51673225.3
2023-10-06,ETH,268.74,272.08,267.0,269.66,27510507.04
2023-10-07,ETH,264.87,266.95,263.54,266.81,38195287.53
2023-10-08,ETH,268.28,272.23,262.03,266.46,1007373.39
2023-10-09,ETH,262.49,269.72,259.1,264.85,7432329.01
2023-10-10,ETH,267.26,271.97,260.07,261.03,39380038.73
2023-10-11,ETH,266.02,276.62,264.38,272.54,83951570.6
2023-10-12,ETH,268.41,270.92,261.48,263.33,3135589.99
2023-10-13,ETH,270.51,272.13,266.37,268.63,59642628.53
2023-10-14,ETH,261.57,266.3,248.12,252.77,81078661.0
2023-10-15,ETH,262.97,266.7,261.92,263.31,43700256.68
2023-10-16,ETH,268.25,271.44,263.25,268.38,68669533.48
2023-10-17,ETH,267.65,272.93,263.91,272.05,67695252.66
2023-10-18,ETH,269.84,274.55,262.75,264.78,71804688.2
2023-10-19,ETH,267.33,277.21,264.78,274.09,96550153.02
2023-10-20,ETH,268.22,271.73,257.65,258.41,88580000.6
2023-10-21,ETH,260.71,264.12,254.88,256.03,22144149.74
2023-10-22,ETH,264.64,272.98,264.18,268.93,72593073.42
2023-10-23,ETH,260.97,272.06,259.32,267.61,94803996.53
2023-10-24,ETH,266.42,267.51,261.01,265.98,10194714.97
2023-10-25,ETH,265.23,276.63,262.56,274.85,10925497.13
2023-10-26,ETH,261.75,266.91,258.03,262.61,42881311.37
2023-10-27,ETH,268.41,269.79,262.72,264.54,9066078.44
2023-10-28,ETH,260.86,266.41,256.25,261.51,25793417.73
2023-10-29,ETH,269.58,271.93,264.91,270.98,35398678.4
2023-10-30,ETH,269.21,276.65,264.43,275.14,81383757.37
2023-10-31,ETH,262.72,267.13,261.28,266.54,94145750.02
2023-11-01,ETH,268.88,271.73,263.91,266.27,88862965.21
2023-11-02,ETH,268.93,270.89,260.96,265.6,48603338.41
2023-11-03,ETH,267.88,276.36,262.91,276.26,72740634.94
2023-11-04,ETH,267.2,271.71,257.51,259.25,12681897.49
2023-11-05,ETH,262.78,272.29,258.65,270.51,30914316.49
2023-11-06,ETH,260.69,262.01,251.35,255.19,93112778.95
2023-11-07,ETH,263.89,266.8,252.36,256.42,66923259.58
2023-11-08,ETH,267.77,276.33,266.54,272.6,18038398.79
2023-11-09,ETH,266.21,268.69,263.25,268.31,30036458.97
2023-11-10,ETH,265.12,266.08,262.46,264.2,90765603.13
2023-11-11,ETH,268.15,278.04,263.71,273.39,72461727.6
2023-11-12,ETH,262.4,267.2,252.37,253.77,44216039.39
2023-11-13,ETH,260.71,269.58,260.07,267.34,90763221.12
2023-11-14,ETH,263.47,267.15,260.2,262.14,36992456.52
2023-11-15,ETH,268.54,274.42,264.91,270.48,85312674.88
2023-11-16,ETH,265.68,276.84,264.4,272.8,83431783.16
2023-11-17,ETH,263.37,270.02,262.91,266.74,51634505.26
2023-11-18,ETH,269.62,281.68,265.81,279.58,25215340.31
2023-11-19,ETH,266.63,268.55,266.39,266.82,79439395.72
2023-11-20,ETH,266.67,271.18,255.93,259.49,95435609.22
2023-11-21,ETH,267.73,280.46,264.22,277.27,79247532.04
2023-11-22,ETH,263.56,267.49,259.71,265.64,98607158.87
2023-11-23,ETH,265.42,268.46,253.95,257.13,7298850.85
2023-11-24,ETH,270.22,273.42,266.49,267.81,61713448.49
2023-11-25,ETH,261.38,269.26,256.74,268.1,77647243.24
2023-11-26,ETH,266.52,268.44,264.42,266.82,89975471.3
2023-11-27,ETH,267.74,272.51,264.87,266.68,39541571.17
2023-11-28,ETH,265.72,275.12,261.66,272.7,75890326.05
2023-11-29,ETH,269.63,270.25,261.89,266.78,92195180.34
2023-11-30,ETH,268.81,280.4,267.99,276.13,22225547.09
2023-12-01,ETH,264.45,271.24,260.56,267.59,66914261.44
2023-12-02,ETH,267.68,275.19,263.57,270.28,70663590.56
2023-12-03,ETH,265.46,267.6,258.67,260.36,79341208.6
2023-12-04,ETH,270.01,277.42,269.68,274.65,82368353.36
2023-12-05,ETH,269.67,270.02,264.92,267.74,91919142.44
2023-12-06,ETH,266.73,271.59,258.51,261.88,85117338.58
2023-12-07,ETH,265.23,271.46,263.95,271.11,61416569.94
2023-12-08,ETH,262.63,269.24,262.19,268.47,67775083.41
2023-12-09,ETH,265.31,267.95,257.36,260.31,3398692.49
2023-12-10,ETH,266.11,269.39,265.37,268.47,36778239.39
2023-12-11,ETH,269.23,271.08,268.55,269.83,57018817.15
2023-12-12,ETH,261.55,264.52,252.88,254.28,58353923.8
2023-12-13,ETH,260.71,262.23,256.0,259.33,95439652.27
2023-12-14,ETH,265.83,270.8,252.17,256.84,35358122.19
2023-12-15,ETH,263.59,266.79,251.35,255.66,11687306.35
2023-12-16,ETH,268.97,272.59,258.04,262.09,70443491.44
2023-12-17,ETH,264.94,267.9,262.5,264.22,79496609.73
2023-12-18,ETH,261.43,264.51,254.29,254.48,83736816.56
2023-12-19,ETH,270.22,273.84,259.35,263.92,63914133.19
2023-12-20,ETH,261.78,267.26,257.93,263.49,37915489.87
2023-12-21,ETH,266.41,267.77,260.37,264.79,61280720.51
2023-12-22,ETH,261.65,264.63,260.08,260.21,28643731.32
2023-12-23,ETH,264.6,265.34,260.34,260.61,41726602.78
2023-12-24,ETH,262.45,263.1,252.15,255.37,54037503.64
2023-12-25,ETH,267.75,272.42,263.4,266.66,39631558.43
2023-12-26,ETH,270.11,274.45,261.49,266.31,28947801.52
2023-12-27,ETH,265.49,269.75,259.53,260.36,97794841.08
2023-12-28,ETH,266.87,270.89,263.99,264.18,23443317.69
2023-12-29,ETH,262.06,268.98,261.39,267.19,43152181.26
2023-12-30,ETH,267.41,268.25,257.5,262.34,23837267.56
2023-12-31,ETH,268.31,271.87,264.08,269.41,6339699.97
2024-01-01,ETH,268.93,281.43,268.34,278.93,12199939.4
2024-01-02,ETH,268.22,273.93,265.41,273.36,33197637.56
2024-01-03,ETH,262.61,265.56,256.71,259.43,6600576.65
2024-01-04,ETH,269.52,272.45,258.49,261.79,22394200.37
2024-01-05,ETH,260.76,262.62,253.65,256.24,30771389.61
2024-01-06,ETH,266.77,266.99,257.83,259.21,78901313.15
2024-01-07,ETH,265.1,268.87,262.7,265.83,39746898.07
2024-01-08,ETH,262.32,268.87,261.29,264.92,66284241.65
2024-01-09,ETH,262.76,263.62,257.04,260.38,39498044.12
2024-01-10,ETH,265.49,269.47,257.33,257.54,48138173.49
2024-01-11,ETH,264.14,268.65,256.52,259.0,38085404.38
2024-01-12,ETH,268.48,269.98,254.43,258.99,83629425.78
2024-01-13,ETH,267.02,274.07,266.38,273.43,63558960.98
2024-01-14,ETH,264.67,267.33,261.73,266.72,7107606.0
2024-01-15,ETH,263.62,266.76,262.23,264.89,17668359.91
2024-01-16,ETH,268.14,271.22,263.21,264.41,32524179.78
2024-01-17,ETH,268.98,274.93,268.0,272.96,7647154.92
2024-01-18,ETH,262.52,271.59,260.01,269.57,45048124.09
2024-01-19,ETH,260.91,263.0,254.32,259.2,48639851.09
2024-01-20,ETH,266.76,269.1,262.72,268.61,40927376.54
2024-01-21,ETH,260.76,262.1,251.59,255.96,11272154.12
2024-01-22,ETH,265.11,268.9,253.25,258.2,63798876.13
2024-01-23,ETH,267.54,270.11,256.58,259.39,87027939.78
2024-01-24,ETH,261.39,265.22,255.42,255.64,24621940.41
2024-01-25,ETH,264.15,265.54,250.29,254.92,79806302.1
2024-01-26,ETH,262.55,262.62,257.84,258.08,40311003.64
2024-01-27,ETH,264.09,271.6,261.54,269.99,34771480.62
2024-01-28,ETH,270.47,280.01,267.88,276.16,6674820.29
2024-01-29,ETH,268.46,271.76,256.58,260.18,99711830.09
2024-01-30,ETH,268.18,278.11,265.56,276.55,35728351.96
2024-01-31,ETH,262.41,272.43,262.11,268.03,1106164.68
2024-02-01,ETH,266.76,272.93,265.67,270.87,86753016.63
2024-02-02,ETH,266.97,275.94,264.09,272.83,98541678.46
2024-02-03,ETH,260.99,266.76,260.03,262.63,46306152.6
2024-02-04,ETH,263.29,264.83,256.01,258.57,94308621.12
2024-02-05,ETH,261.64,266.31,257.79,259.28,65210326.12
2024-02-06,ETH,269.03,274.47,264.07,271.71,3249811.24
2024-02-07,ETH,269.97,270.5,261.82,264.14,23861803.27
2024-02-08,ETH,260.86,269.83,256.37,269.74,85925117.75
2024-02-09,ETH,261.18,262.1,254.45,256.53,76889218.49
2024-02-10,ETH,262.47,267.38,259.11,263.96,30802136.47
2024-02-11,ETH,267.6,268.5,259.45,264.01,74006866.18
2024-02-12,ETH,264.36,268.99,256.93,257.35,52517334.86
2024-02-13,ETH,266.72,270.87,262.42,265.22,44750453.08
2024-02-14,ETH,269.62,276.36,266.96,272.42,54842003.41
2024-02-15,ETH,263.54,265.91,254.53,259.33,92048949.3
2024-02-16,ETH,262.17,266.58,252.0,252.73,91294493.35
2024-02-17,ETH,263.11,268.4,262.18,267.62,4160275.52
2024-02-18,ETH,265.31,275.3,262.08,270.47,24387263.98
2024-02-19,ETH,269.43,270.99,259.5,262.34,3028739.47
2024-02-20,ETH,264.87,267.56,255.14,258.43,53579337.24
2024-02-21,ETH,268.46,272.94,260.05,264.18,49971422.67
2024-02-22,ETH,268.76,274.3,266.8,271.02,9755551.79
2024-02-23,ETH,263.11,267.75,260.76,265.24,35515983.91
2024-02-24,ETH,261.01,265.34,249.2,252.63,2517675.42
2024-02-25,ETH,265.44,266.71,259.26,264.06,52322967.69
2024-02-26,ETH,263.22,276.06,262.53,273.17,44112748.24
2024-02-27,ETH,263.27,274.93,260.73,271.91,41153847.73
2024-02-28,ETH,267.9,273.51,265.1,271.02,42145994.55
2024-02-29,ETH,265.82,270.3,258.33,258.9,25669129.85
2024-03-01,ETH,265.28,265.3,263.57,264.14,90335137.64
2024-03-02,ETH,261.66,271.41,260.91,267.91,14757627.72
2024-03-03,ETH,264.82,267.33,258.67,262.17,52110697.39
2024-03-04,ETH,267.54,279.81,262.63,276.18,62774519.62
2024-03-05,ETH,262.76,272.79,261.42,268.38,55069896.99
2024-03-06,ETH,261.41,264.56,257.75,260.92,85543856.44
2024-03-07,ETH,267.51,269.72,262.71,269.62,85876270.08
2024-03-08,ETH,261.08,269.15,257.72,267.73,63465931.77
2024-03-09,ETH,269.22,270.07,258.73,262.27,53441104.73
2024-03-10,ETH,262.0,270.8,260.06,268.6,12608350.53
2024-03-11,ETH,260.66,270.4,259.72,268.17,23821422.18
2024-03-12,ETH,263.76,268.38,262.28,264.87,31898274.72
2024-03-13,ETH,265.28,270.21,256.02,260.08,5382889.36
2024-03-14,ETH,270.42,274.6,261.41,262.15,76045243.52
2024-03-15,ETH,267.85,275.76,266.78,271.85,87051383.59
2024-03-16,ETH,265.28,269.02,251.12,255.63,10837250.99
2024-03-17,ETH,265.98,266.01,263.56,264.23,73636798.1
2024-03-18,ETH,269.71,273.9,265.92,267.73,26091093.15
2024-03-19,ETH,264.08,274.9,261.88,270.2,68295742.02
2024-03-20,ETH,260.99,264.56,250.0,254.32,95833908.92
2024-03-21,ETH,262.46,263.79,254.93,256.15,19108355.83
2024-03-22,ETH,266.43,270.99,263.49,267.25,31979946.56
2024-03-23,ETH,261.46,273.77,258.21,269.2,80685345.22
2024-03-24,ETH,267.94,270.47,267.62,269.71,41330888.97
2024-03-25,ETH,261.64,261.94,260.99,261.31,87288615.88
2024-03-26,ETH,269.9,274.19,267.32,269.46,89329510.51
2024-03-27,ETH,262.81,263.02,252.18,256.25,15470020.34
2024-03-28,ETH,266.11,270.89,262.59,265.98,89946194.87
2024-03-29,ETH,269.56,281.34,269.27,278.48,67487388.12
2024-03-30,ETH,269.56,272.61,267.32,267.93,23945651.14
2024-03-31,ETH,265.4,268.5,261.93,266.58,98013087.25
2024-04-01,ETH,266.19,273.19,265.32,272.14,18623043.3
2024-04-02,ETH,265.47,267.06,259.65,261.03,33250654.68
2024-04-03,ETH,260.96,265.93,247.27,251.26,51242014.77
2024-04-04,ETH,263.95,272.85,260.98,272.44,96921227.83
2024-04-05,ETH,264.58,273.13,263.51,273.08,15442395.52
2024-04-06,ETH,265.21,268.88,256.34,259.16,68515871.48
2024-04-07,ETH,270.35,277.45,266.37,275.2,91380883.84
2024-04-08,ETH,265.82,270.03,256.6,257.76,18630230.16
2024-04-09,ETH,268.04,270.65,265.02,269.05,73217105.33
2024-04-10,ETH,267.8,270.89,265.19,266.08,88315895.28
2024-04-11,ETH,261.81,274.41,260.36,270.12,77726241.34
2024-04-12,ETH,261.14,266.0,256.79,258.94,91323048.34
2024-04-13,ETH,260.65,261.37,256.3,258.65,70105778.26
2024-04-14,ETH,266.64,276.28,262.64,272.8,4550377.1
2024-04-15,ETH,268.66,272.8,267.94,270.48,37522923.7
2024-04-16,ETH,269.89,274.18,265.64,272.08,59763876.59
2024-04-17,ETH,265.13,265.66,252.0,256.77,94516870.6
2024-04-18,ETH,262.6,262.67,252.91,256.79,48040538.99
2024-04-19,ETH,268.92,271.53,258.87,261.14,36225716.24
2024-04-20,ETH,261.46,269.12,258.37,265.33,39714263.55
2024-04-21,ETH,266.44,268.08,260.3,262.22,14805687.77
2024-04-22,ETH,262.73,270.22,258.69,267.01,84941592.94
2024-04-23,ETH,269.64,273.74,261.48,262.61,24579033.3
2024-04-24,ETH,270.13,270.39,259.11,260.8,37849732.89
2024-04-25,ETH,265.19,266.48,257.49,257.68,75214412.67
2024-04-26,ETH,265.81,270.33,264.47,267.72,96299388.1
2024-04-27,ETH,267.75,276.04,264.22,271.16,99893916.56
2024-04-28,ETH,268.27,271.7,258.69,259.05,93245924.96
2024-04-29,ETH,265.61,275.56,260.92,273.63,11046257.54
2024-04-30,ETH,268.53,270.49,255.0,259.58,9952326.66
2024-05-01,ETH,264.77,268.87,263.95,267.37,23270543.24
2024-05-02,ETH,266.23,269.52,264.37,264.93,77981019.58
2024-05-03,ETH,268.91,271.52,260.44,262.25,8618491.06
2024-05-04,ETH,270.22,271.67,263.57,268.24,17249558.8
2024-05-05,ETH,269.24,271.04,259.87,260.17,90937847.64
2024-05-06,ETH,268.65,272.88,260.09,261.46,61330829.85
2024-05-07,ETH,264.3,272.22,260.62,269.79,18867743.5
2024-05-08,ETH,266.99,270.67,266.69,269.95,64464320.05
2024-05-09,ETH,266.01,266.42,260.43,263.89,44399737.39
2024-05-10,ETH,265.22,267.05,265.0,266.02,74146009.94
2024-05-11,ETH,264.33,271.67,261.97,271.07,14795328.11
2024-05-12,ETH,269.05,272.5,264.11,270.14,57160530.08
2024-05-13,ETH,264.26,267.78,262.3,264.77,90367877.23
2024-05-14,ETH,264.46,266.25,260.85,262.68,20057554.38
2024-05-15,ETH,267.01,274.22,264.97,271.82,76741790.72
2024-05-16,ETH,260.72,266.55,257.32,264.42,35842935.0
2024-05-17,ETH,269.04,271.96,261.38,261.98,77260388.95
2024-05-18,ETH,268.66,280.34,264.74,275.39,94045547.34
2024-05-19,ETH,267.09,281.21,266.9,276.49,24282526.47
2024-05-20,ETH,260.73,265.33,259.37,264.32,74995940.24
2024-05-21,ETH,261.32,272.09,257.06,268.53,88443821.41
2024-05-22,ETH,262.73,266.27,253.27,253.61,55066406.65
2024-05-23,ETH,268.8,275.02,263.91,273.75,42132327.76
2024-05-24,ETH,264.28,265.56,261.91,263.52,70879768.63
2024-05-25,ETH,269.31,269.47,265.41,268.06,36328965.08
2024-05-26,ETH,261.58,273.16,260.41,270.8,64422536.71
2024-05-27,ETH,262.02,263.83,255.04,256.97,65231596.23
2024-05-28,ETH,262.64,264.14,256.45,257.78,4450511.87
2024-05-29,ETH,270.3,275.15,260.75,261.99,11461948.42
2024-05-30,ETH,264.08,267.08,259.6,261.44,72882945.42
2024-05-31,ETH,262.16,265.64,258.64,258.67,85601482.62
2024-06-01,ETH,263.38,268.1,258.44,261.46,97415666.46
2024-06-02,ETH,268.67,276.87,267.94,273.4,69573612.21
2024-06-03,ETH,270.53,279.86,267.68,275.36,38573191.4
2024-06-04,ETH,264.3,268.21,252.11,256.92,69728779.35
2024-06-05,ETH,262.16,266.91,254.52,255.82,24962466.98
2024-06-06,ETH,266.09,271.98,262.21,271.92,48212605.18
2024-06-07,ETH,264.33,268.43,260.9,265.44,61799722.76
2024-06-08,ETH,266.99,268.79,257.74,260.61,75060288.21
2024-06-09,ETH,265.4,270.41,262.92,268.31,2723231.88
2024-06-10,ETH,266.65,266.99,265.34,266.22,43328655.61
2024-06-11,ETH,267.97,281.33,263.36,276.46,98719822.39
2024-06-12,ETH,265.27,274.86,263.87,272.31,19573693.82
2024-06-13,ETH,265.44,269.46,256.11,257.49,42311110.04
2024-06-14,ETH,262.39,270.39,262.25,266.83,95805460.27
2024-06-15,ETH,270.0,272.34,259.18,262.95,28439838.28
2024-06-16,ETH,262.63,273.6,257.93,270.3,44505199.71
2024-06-17,ETH,268.15,271.59,260.0,261.74,64239728.98
2024-06-18,ETH,262.82,270.29,259.41,270.17,5769434.55
2024-06-19,ETH,269.16,280.36,267.44,278.96,78385447.41
2024-06-20,ETH,267.15,270.01,261.68,262.5,66634936.08
2024-06-21,ETH,264.71,273.17,263.17,268.91,92745405.09
2024-06-22,ETH,267.11,273.62,262.36,271.36,62097146.25
2024-06-23,ETH,264.94,272.45,260.62,270.38,24705280.16
2024-06-24,ETH,265.02,266.74,255.22,257.08,83885044.82
2024-06-25,ETH,267.9,272.7,257.5,258.01,46870842.25
2024-06-26,ETH,263.92,266.36,254.87,255.49,78744896.51
2024-06-27,ETH,260.67,271.85,257.85,270.34,40693453.05
2024-06-28,ETH,267.65,274.09,263.94,273.44,1937148.97
2024-06-29,ETH,261.37,265.17,256.57,261.04,82607459.01
2024-06-30,ETH,268.41,269.29,258.19,258.95,43818575.81
2024-07-01,ETH,261.97,269.58,257.12,268.4,57882180.67
2024-07-02,ETH,265.98,266.4,262.05,264.85,85907222.6
2024-07-03,ETH,268.13,274.84,264.45,270.43,63756559.98
2024-07-04,ETH,267.17,268.96,262.28,262.39,3399133.03
2024-07-05,ETH,266.63,277.82,262.01,275.8,29112311.4
2024-07-06,ETH,268.06,278.74,263.29,275.01,57055891.5
2024-07-07,ETH,263.65,265.5,252.38,257.02,38912337.65
2024-07-08,ETH,269.6,278.33,269.48,277.39,6936331.94
2024-07-09,ETH,263.33,266.42,258.42,263.35,64297847.04
2024-07-10,ETH,264.47,269.22,261.96,267.7,80821976.66
2024-07-11,ETH,265.69,272.08,262.68,267.32,94131029.45
2024-07-12,ETH,265.54,267.84,257.33,262.24,89444914.28
2024-07-13,ETH,262.29,270.27,261.85,265.77,76796046.75
2024-07-14,ETH,264.68,269.57,263.53,264.15,14334476.2
2024-07-15,ETH,268.81,271.99,261.46,264.76,90911549.96
2024-07-16,ETH,265.92,266.49,262.71,263.71,54391791.49
2024-07-17,ETH,269.75,281.38,267.67,278.38,78931002.55
2024-07-18,ETH,263.38,266.89,261.15,262.62,69655309.63
2024-07-19,ETH,268.76,278.87,264.29,274.14,59547509.31
2024-07-20,ETH,270.46,275.49,269.31,272.51,13524399.15
2024-07-21,ETH,265.36,268.12,261.14,264.27,61670977.92
2024-07-22,ETH,261.33,271.82,258.15,267.23,60427557.25
2024-07-23,ETH,262.99,267.76,260.21,262.9,39380289.47
2024-07-24,ETH,267.63,269.18,257.84,259.74,77528039.64
2024-07-25,ETH,263.83,272.28,262.01,269.21,85824247.0
2024-07-26,ETH,264.31,268.7,262.0,263.66,78440336.61
2024-07-27,ETH,264.64,271.12,262.0,269.38,9527550.38
2024-07-28,ETH,262.35,269.14,260.82,264.48,8349590.07
2024-07-29,ETH,260.99,262.56,255.51,256.21,70270340.85
2024-07-30,ETH,268.95,278.21,268.67,274.15,44392268.64
2024-07-31,ETH,266.44,274.9,266.22,270.54,89398662.76
2024-08-01,ETH,267.63,271.01,265.08,265.86,22209729.52
2024-08-02,ETH,264.42,266.67,260.22,262.61,77425529.55
2024-08-03,ETH,269.58,273.09,265.81,272.95,10535961.0
2024-08-04,ETH,265.94,275.72,263.34,273.25,18025241.61
2024-08-05,ETH,269.62,280.59,267.54,276.29,25129067.37
2024-08-06,ETH,269.35,271.05,260.56,261.88,4183213.18
2024-08-07,ETH,269.23,269.85,257.79,260.12,93335959.01
2024-08-08,ETH,269.94,273.04,261.41,265.33,64698482.1
2024-08-09,ETH,268.46,272.26,266.51,268.75,75676873.32
2024-08-10,ETH,265.67,269.87,264.53,267.91,11257434.28
2024-08-11,ETH,266.87,269.32,264.32,267.61,66799325.86
2024-08-12,ETH,266.05,274.75,263.82,272.74,41959848.16
2024-08-13,ETH,262.96,265.46,261.2,263.19,74806572.84
2024-08-14,ETH,268.2,269.23,257.41,258.22,88265037.81
2024-08-15,ETH,267.73,268.48,254.62,259.14,27080522.29
2024-08-16,ETH,263.37,266.58,249.57,253.92,52976495.02
2024-08-17,ETH,266.39,274.59,263.43,271.65,12146152.93
2024-08-18,ETH,265.42,267.17,264.1,264.56,7255897.21
2024-08-19,ETH,261.75,266.14,258.62,262.47,73597877.47
2024-08-20,ETH,265.7,267.22,265.05,265.2,8472385.14
2024-08-21,ETH,265.8,267.87,264.79,267.23,22325300.81
2024-08-22,ETH,267.0,272.98,264.59,268.92,77060869.2
2024-08-23,ETH,261.41,270.2,260.73,266.47,32661915.09
2024-08-24,ETH,261.04,265.13,251.4,255.36,89014559.45
2024-08-25,ETH,261.86,262.33,251.04,252.43,13000499.0
2024-08-26,ETH,270.52,272.24,260.97,263.59,67309228.96
2024-08-27,ETH,264.77,265.57,255.6,257.56,91177254.1
2024-08-28,ETH,269.46,274.75,266.77,274.49,62616316.64
2024-08-29,ETH,265.23,268.08,261.67,261.94,1630706.26
2024-08-30,ETH,270.06,271.48,269.72,270.91,72356802.81
2024-08-31,ETH,262.53,263.34,249.71,252.78,92021656.32
2024-09-01,ETH,265.59,271.96,264.04,270.4,52057860.43
2024-09-02,ETH,261.79,265.72,258.89,260.97,86258295.85
2024-09-03,ETH,266.99,267.3,259.66,262.77,66646399.09
2024-09-04,ETH,265.41,279.92,260.71,275.34,12725449.21
2024-09-05,ETH,265.14,267.21,255.33,257.42,59019131.83
2024-09-06,ETH,270.11,280.9,269.06,278.43,14334954.87
2024-09-07,ETH,266.28,273.4,262.93,272.01,6383694.9
2024-09-08,ETH,264.07,272.36,261.87,267.78,69751799.79
2024-09-09,ETH,264.15,274.8,261.63,270.62,89876369.46
2024-09-10,ETH,265.39,267.51,261.89,262.34,4173680.9
2024-09-11,ETH,269.29,273.42,265.4,271.54,34492360.36
2024-09-12,ETH,262.18,266.81,253.78,255.22,34161068.1
2024-09-13,ETH,267.6,273.09,266.0,271.45,45379202.36
2024-09-14,ETH,262.71,267.12,260.3,265.97,13367965.48
2024-09-15,ETH,268.2,272.74,260.7,260.74,31432380.21
2024-09-16,ETH,262.92,264.06,253.55,257.55,54568477.48
2024-09-17,ETH,266.0,273.23,265.7,270.68,29618198.53
2024-09-18,ETH,267.87,271.78,265.14,268.9,52122695.35
2024-09-19,ETH,261.66,262.58,257.62,261.6,94787524.99
2024-09-20,ETH,264.63,269.36,258.27,262.17,34412896.86
2024-09-21,ETH,265.1,271.1,264.14,268.36,37404787.34
2024-09-22,ETH,261.99,265.48,249.26,253.8,84444471.06
2024-09-23,ETH,265.14,269.18,253.12,257.44,78729609.35
2024-09-24,ETH,266.49,271.37,255.59,259.78,7707698.33
2024-09-25,ETH,269.6,272.23,256.92,260.48,55020336.76
2024-09-26,ETH,265.2,270.56,260.39,269.44,23834953.16
2024-09-27,ETH,267.03,273.88,262.3,269.21,39139916.98
2024-09-28,ETH,264.46,268.81,255.21,259.33,18226292.3
2024-09-29,ETH,268.54,277.32,266.79,273.82,29986534.42
2024-09-30,ETH,268.5,275.73,267.37,270.9,69277585.64
2024-10-01,ETH,263.26,266.12,258.9,263.66,78785900.39
2024-10-02,ETH,268.96,269.5,260.6,265.21,25854368.68
2024-10-03,ETH,265.61,267.1,261.85,263.37,79620771.17
2024-10-04,ETH,263.03,263.15,250.82,255.6,11717727.89
2024-10-05,ETH,268.82,273.48,262.65,262.68,3569457.45
2024-10-06,ETH,266.51,275.89,264.33,273.75,36476595.64
2024-10-07,ETH,264.0,275.36,259.95,273.78,15452797.05
2024-10-08,ETH,265.14,265.43,252.94,255.2,80209080.93
2024-10-09,ETH,268.37,277.12,264.6,274.02,82379894.63
2024-10-10,ETH,263.07,267.91,259.78,262.11,14271171.19
